# y+ ()                 
# Time                  	patch                   	min                     	max                     	average                 
617                     	Top	1.2394949363211228e+02	1.5977301381489201e+02	1.3794363753184300e+02
617                     	Bottom	1.2240812074237961e+02	1.5811659258421608e+02	1.3913749471363994e+02
617                     	circle	1.4138110369149059e+01	6.6346808971421211e+01	4.4492211631924071e+01
617.5                   	Top	1.2395289023478755e+02	1.5977089914385806e+02	1.3794501541270068e+02
617.5                   	Bottom	1.2240550030116346e+02	1.5811851594743729e+02	1.3913584106078665e+02
617.5                   	circle	1.5513544393105322e+01	6.6376471477892011e+01	4.4533769219892370e+01
618                     	Top	1.2395578079942582e+02	1.5976640257808651e+02	1.3794307430190295e+02
618                     	Bottom	1.2240483310302001e+02	1.5811923228924033e+02	1.3913725471928618e+02
618                     	circle	1.6924875955492254e+01	6.6426585473593420e+01	4.4617069347488560e+01
618.5                   	Top	1.2395703404333435e+02	1.5976145425747936e+02	1.3793900356706664e+02
618.5                   	Bottom	1.2240596451069162e+02	1.5811800688143981e+02	1.3914115139102933e+02
618.5                   	circle	1.7727349689694108e+01	6.6474486438321293e+01	4.4703829643229710e+01
619                     	Top	1.2395605976764993e+02	1.5975826287683293e+02	1.3793457339696337e+02
619                     	Bottom	1.2240840901717769e+02	1.5811545585388652e+02	1.3914565569951549e+02
619                     	circle	1.7672217908789342e+01	6.6498921844987578e+01	4.4758527249955641e+01
619.5                   	Top	1.2395307189388693e+02	1.5975842552251430e+02	1.3793166148525336e+02
619.5                   	Bottom	1.2241133250088878e+02	1.5811302743637344e+02	1.3914882045494531e+02
619.5                   	circle	1.6822764607250463e+01	6.6488642092530640e+01	4.4756545261510418e+01
620                     	Top	1.2394979229378046e+02	1.5976187191851488e+02	1.3793189699300817e+02
620                     	Bottom	1.2241311642616724e+02	1.5811144487734174e+02	1.3914910499267808e+02
620                     	circle	1.5444618716427076e+01	6.6446813060882164e+01	4.4695381870471806e+01
620.5                   	Top	1.2394757342392705e+02	1.5976687660024484e+02	1.3793505027375829e+02
620.5                   	Bottom	1.2241288291955057e+02	1.5811154091624894e+02	1.3914633887178982e+02
620.5                   	circle	1.4136577192641450e+01	6.6393534760073152e+01	4.4600003664736008e+01
621                     	Top	1.2394723916140515e+02	1.5977145501603798e+02	1.3793948455742722e+02
621                     	Bottom	1.2241122912239263e+02	1.5811368055522743e+02	1.3914196380157534e+02
621                     	circle	1.3547529661435199e+01	6.6353722434629020e+01	4.4519159350557374e+01
621.5                   	Top	1.2394921342299013e+02	1.5977304165497830e+02	1.3794335519309317e+02
621.5                   	Bottom	1.2240840493687408e+02	1.5811636594553363e+02	1.3913779349402543e+02
621.5                   	circle	1.4041937368423927e+01	6.6345745115670823e+01	4.4491498238732461e+01
622                     	Top	1.2395255764378507e+02	1.5977118216212162e+02	1.3794498640532689e+02
622                     	Bottom	1.2240567952563724e+02	1.5811838355339447e+02	1.3913585632404065e+02
622                     	circle	1.5376243706468518e+01	6.6372728076518840e+01	4.4527723068965827e+01
622.5                   	Top	1.2395557031763259e+02	1.5976687215891801e+02	1.3794336128053527e+02
622.5                   	Bottom	1.2240481861977760e+02	1.5811924936015728e+02	1.3913699965193871e+02
622.5                   	circle	1.6812427723750915e+01	6.6421687729066036e+01	4.4608613969735828e+01
623                     	Top	1.2395699650636602e+02	1.5976186424479673e+02	1.3793941346707592e+02
623                     	Bottom	1.2240579607377015e+02	1.5811819451428963e+02	1.3914072983117313e+02
623                     	circle	1.7688733876240832e+01	6.6470802604795608e+01	4.4696731576002904e+01
623.5                   	Top	1.2395623795382154e+02	1.5975843118000515e+02	1.3793493873543858e+02
623.5                   	Bottom	1.2240814796608477e+02	1.5811571151794305e+02	1.3914526111542131e+02
623.5                   	circle	1.7712317265062826e+01	6.6498034524717724e+01	4.4755568381386652e+01
624                     	Top	1.2395338160242875e+02	1.5975825249163714e+02	1.3793180531592969e+02
624                     	Bottom	1.2241110200389507e+02	1.5811325137549517e+02	1.3914864367116510e+02
624                     	circle	1.6931677804379365e+01	6.6491191964661084e+01	4.4759430501653171e+01
624.5                   	Top	1.2395007285859937e+02	1.5976146028084116e+02	1.3793174160927290e+02
624.5                   	Bottom	1.2241303038000638e+02	1.5811152600387010e+02	1.3914921779623822e+02
624.5                   	circle	1.5579742071731248e+01	6.6451524360840054e+01	4.4703107356328630e+01
625                     	Top	1.2394771028005761e+02	1.5976638351731583e+02	1.3793468005578694e+02
625                     	Bottom	1.2241295591018151e+02	1.5811142046944840e+02	1.3914667779586077e+02
625                     	circle	1.4235780784622934e+01	6.6398250147461198e+01	4.4608942460496877e+01
625.5                   	Top	1.2394717279239563e+02	1.5977112699344096e+02	1.3793906952526544e+02
625.5                   	Bottom	1.2241143821376659e+02	1.5811343268064661e+02	1.3914238849373089e+02
625.5                   	circle	1.3558327176921917e+01	6.6356253937958257e+01	4.4524810558510588e+01
626                     	Top	1.2394895032192497e+02	1.5977304922946419e+02	1.3794307159671737e+02
626                     	Bottom	1.2240869341935641e+02	1.5811614332576607e+02	1.3913811561735636e+02
626                     	circle	1.3952914621192059e+01	6.6344954314503639e+01	4.4491322385864414e+01
626.5                   	Top	1.2395224181586370e+02	1.5977146036557369e+02	1.3794497289070176e+02
626.5                   	Bottom	1.2240586092625796e+02	1.5811823235743930e+02	1.3913589319585492e+02
626.5                   	circle	1.5237214731516914e+01	6.6369032690483337e+01	4.4522000721101030e+01
627                     	Top	1.2395534073930450e+02	1.5976733520265137e+02	1.3794362440267329e+02
627                     	Bottom	1.2240481465305490e+02	1.5811924281544526e+02	1.3913676292448653e+02
627                     	circle	1.6694821669649354e+01	6.6416787676907305e+01	4.4600208965056034e+01
627.5                   	Top	1.2395695034600854e+02	1.5976229591870094e+02	1.3793983695711469e+02
627.5                   	Bottom	1.2240563543212122e+02	1.5811836723654619e+02	1.3914031712300272e+02
627.5                   	circle	1.7642302755380467e+01	6.6466886079795017e+01	4.4689332686933291e+01
628                     	Top	1.2395639748827577e+02	1.5975861033245261e+02	1.3793528768837976e+02
628                     	Bottom	1.2240790292141308e+02	1.5811597572859603e+02	1.3914486249670466e+02
628                     	circle	1.7746303045441827e+01	6.6496947838688769e+01	4.4752182509033688e+01
628.5                   	Top	1.2395367905790471e+02	1.5975810600405225e+02	1.3793197457488165e+02
628.5                   	Bottom	1.2241083560462195e+02	1.5811344956150012e+02	1.3914841647797579e+02
628.5                   	circle	1.7033516648218828e+01	6.6493360370049558e+01	4.4761756417842939e+01
629                     	Top	1.2395036320112708e+02	1.5976106115221475e+02	1.3793161401123962e+02
629                     	Bottom	1.2241292291699969e+02	1.5811161853280800e+02	1.3914930068051618e+02
629                     	circle	1.5714919188645082e+01	6.6456113968066077e+01	4.4710470995371281e+01
629.5                   	Top	1.2394785956075910e+02	1.5976589472285843e+02	1.3793431895172688e+02
629.5                   	Bottom	1.2241302198806079e+02	1.5811132342741200e+02	1.3914700614665364e+02
629.5                   	circle	1.4340889027268307e+01	6.6403067698166737e+01	4.4617977088006022e+01
630                     	Top	1.2394712697402450e+02	1.5977076887776693e+02	1.3793865199037913e+02
630                     	Bottom	1.2241162830472811e+02	1.5811318237432621e+02	1.3914280994548730e+02
630                     	circle	1.3578738204423516e+01	6.6359058964696217e+01	4.4530911873738937e+01
630.5                   	Top	1.2394869610197118e+02	1.5977302851398844e+02	1.3794277495687342e+02
630.5                   	Bottom	1.2240897174708178e+02	1.5811590533060405e+02	1.3913845231961974e+02
630.5                   	circle	1.3871481393969654e+01	6.6344444004042145e+01	4.4491690143032514e+01
631                     	Top	1.2395192455423721e+02	1.5977171692808955e+02	1.3794493441538168e+02
631                     	Bottom	1.2240605251694984e+02	1.5811806368562176e+02	1.3913595462014646e+02
631                     	circle	1.5098546191722878e+01	6.6365522391291165e+01	4.4516694049115031e+01
631.5                   	Top	1.2395510611070009e+02	1.5976779268062279e+02	1.3794387356426648e+02
631.5                   	Bottom	1.2240483430578327e+02	1.5811922840568155e+02	1.3913655723463665e+02
631.5                   	circle	1.6572452530955612e+01	6.6411904648974243e+01	4.4591898734244879e+01
632                     	Top	1.2395688609699724e+02	1.5976273823824329e+02	1.3794025404187181e+02
632                     	Bottom	1.2240548601519383e+02	1.5811852234017493e+02	1.3913991223534020e+02
632                     	circle	1.7588382734752297e+01	6.6462790722839983e+01	4.4681695353577560e+01
632.5                   	Top	1.2395655906505746e+02	1.5975884053362631e+02	1.3793569403388247e+02
632.5                   	Bottom	1.2240765143974939e+02	1.5811622977273146e+02	1.3914445763451380e+02
632.5                   	circle	1.7772522320258464e+01	6.6495454055594038e+01	4.4748259681935451e+01
633                     	Top	1.2395399864112119e+02	1.5975798933036486e+02	1.3793218146487092e+02
633                     	Bottom	1.2241056553021268e+02	1.5811364807940555e+02	1.3914817320369019e+02
633                     	circle	1.7130128543239419e+01	6.6495231406716627e+01	4.4763534272002758e+01
633.5                   	Top	1.2395066191099826e+02	1.5976067806989457e+02	1.3793151416567042e+02
633.5                   	Bottom	1.2241279839664743e+02	1.5811172460353643e+02	1.3914935370610470e+02
633.5                   	circle	1.5849682024378000e+01	6.6460560729315660e+01	4.4717444286152841e+01
634                     	Top	1.2394802254534930e+02	1.5976541978632090e+02	1.3793396462465461e+02
634                     	Bottom	1.2241310678561980e+02	1.5811128000770688e+02	1.3914732662039330e+02
634                     	circle	1.4451336878682564e+01	6.6407971993159791e+01	4.4627067553932449e+01
634.5                   	Top	1.2394711409318727e+02	1.5977038517681876e+02	1.3793824243132801e+02
634.5                   	Bottom	1.2241181095519453e+02	1.5811294693977035e+02	1.3914323433620658e+02
634.5                   	circle	1.3608649611923495e+01	6.6362124500233037e+01	4.4537442987309980e+01
635                     	Top	1.2394845638945419e+02	1.5977297652428859e+02	1.3794245539206270e+02
635                     	Bottom	1.2240924543089076e+02	1.5811565462635443e+02	1.3913880247923714e+02
635                     	circle	1.3798478649180224e+01	6.6344257750530858e+01	4.4492632053309897e+01
635.5                   	Top	1.2395160455694285e+02	1.5977195408145093e+02	1.3794487092772857e+02
635.5                   	Bottom	1.2240624977628785e+02	1.5811787470692005e+02	1.3913603256798217e+02
635.5                   	circle	1.4959698423993679e+01	6.6362156686724106e+01	4.4511805175770959e+01
636                     	Top	1.2395486000588090e+02	1.5976824208549385e+02	1.3794410249758405e+02
636                     	Bottom	1.2240487062139667e+02	1.5811919900506697e+02	1.3913637747043228e+02
636                     	circle	1.6445779357109334e+01	6.6407056671689944e+01	4.4583713109745950e+01
636.5                   	Top	1.2395680521750549e+02	1.5976319063935469e+02	1.3794066154381619e+02
636.5                   	Bottom	1.2240534984141462e+02	1.5811866403574413e+02	1.3913951805514205e+02
636.5                   	circle	1.7527018603252330e+01	6.6458531442574611e+01	4.4673848258869207e+01
637                     	Top	1.2395670509689171e+02	1.5975909402841356e+02	1.3793610897742681e+02
637                     	Bottom	1.2240740197872134e+02	1.5811647077520018e+02	1.3914404444234350e+02
637                     	circle	1.7791590866905771e+01	6.6493667982986025e+01	4.4743883293662449e+01
637.5                   	Top	1.2395432362089478e+02	1.5975789965657748e+02	1.3793241477245357e+02
637.5                   	Bottom	1.2241028047391404e+02	1.5811383294972939e+02	1.3914790503143863e+02
637.5                   	circle	1.7221193445384142e+01	6.6496798217822729e+01	4.4764758284819941e+01
638                     	Top	1.2395096717774605e+02	1.5976031190423481e+02	1.3793144289935006e+02
638                     	Bottom	1.2241265562827182e+02	1.5811184360339536e+02	1.3914937665876064e+02
638                     	circle	1.5983453124504372e+01	6.6464847361148585e+01	4.4724003421914347e+01
638.5                   	Top	1.2394819800796466e+02	1.5976496016625811e+02	1.3793362584964885e+02
638.5                   	Bottom	1.2241318470596650e+02	1.5811126133791331e+02	1.3914764180216466e+02
638.5                   	circle	1.4567012915788533e+01	6.6412943214612241e+01	4.4636191177513396e+01
639                     	Top	1.2394711638274507e+02	1.5976997298320774e+02	1.3793783073274915e+02
639                     	Bottom	1.2241196515755084e+02	1.5811270082095811e+02	1.3914364398739704e+02
639                     	circle	1.3647772735157593e+01	6.6365434726634831e+01	4.4544373936673630e+01
639.5                   	Top	1.2394824434326101e+02	1.5977288919185949e+02	1.3794212666161471e+02
639.5                   	Bottom	1.2240951996642511e+02	1.5811540680650023e+02	1.3913917204529074e+02
639.5                   	circle	1.3734221207182097e+01	6.6344389115479828e+01	4.4494149453554549e+01
